Title,Keywords,APIName,Description,Namespace,Guid,Type
Create,,"M:Autodesk.Revit.DB.Structure.AreaLoad.Create(Autodesk.Revit.DB.Document,Autodesk.Revit.DB.ElementId,Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.Structure.AreaLoadType)",Creates a new hosted area load within the project.,Autodesk.Revit.DB.Structure,e977990d-f0d6-520d-5846-3260e5f6ca60,
BottomLevelId,AreaBasedLoadBoundaryLineData.BottomLevelId property,P:Autodesk.Revit.DB.Electrical.AreaBasedLoadBoundaryLineData.BottomLevelId,The bottom level id of the area based load boundary line.,Autodesk.Revit.DB.Electrical,e9807384-17dd-09c0-c03b-d9ff2bfbe8c0,property
AreaBasedLoadType,AreaBasedLoadData.AreaBasedLoadType property,P:Autodesk.Revit.DB.Electrical.AreaBasedLoadData.AreaBasedLoadType,The electrical area based load type of the area based load.,Autodesk.Revit.DB.Electrical,e9f29bc9-9f9b-4c7f-579f-fc5b5516e369,property
CreateLessOrEqualRule,,"M:Autodesk.Revit.DB.ParameterFilterRuleFactory.CreateLessOrEqualRule(Autodesk.Revit.DB.ElementId,System.String)",Creates a filter rule that determines whether strings from the document are less than or equal to a certain value.,Autodesk.Revit.DB,ea08d8a6-2959-fad9-70ee-b2feef2835b6,
CreateAreaBasedLoad,Zone.CreateAreaBasedLoad method,"M:Autodesk.Revit.DB.Mechanical.Zone.CreateAreaBasedLoad(Autodesk.Revit.DB.Document,System.String,Autodesk.Revit.DB.ElementId,Autodesk.Revit.DB.ElementId)",Creates a new instance of an area based load and adds it to the document.,Autodesk.Revit.DB.Mechanical,ea2f5648-08c1-2c26-80fa-1d143b6b4c0c,method
RbsElecAnalyticalLevelId,ParameterTypeId.RbsElecAnalyticalLevelId property,P:Autodesk.Revit.DB.ParameterTypeId.RbsElecAnalyticalLevelId,"""Level""",Autodesk.Revit.DB,ea504e44-78ad-313e-c7b4-095b56dca823,property
GetModifiedElementIds,DocumentDifference.GetModifiedElementIds method,M:Autodesk.Revit.DB.DocumentDifference.GetModifiedElementIds,Modified element id collection.,Autodesk.Revit.DB,ea9a9eb3-506c-ee93-69a3-8a8c4489b0f8,method
AnalyticalMemberRotation,ParameterTypeId.AnalyticalMemberRotation property,P:Autodesk.Revit.DB.ParameterTypeId.AnalyticalMemberRotation,"""Cross-Section Rotation"": Used for Analytical Member",Autodesk.Revit.DB,eb05cd1c-10a2-b4bd-568e-593125fe56db,property
PreferDimSideUiFilter,ParameterTypeId.PreferDimSideUiFilter property,P:Autodesk.Revit.DB.ParameterTypeId.PreferDimSideUiFilter,"""Prefer:"": This is used by the UI to allow select prefer dimension side.",Autodesk.Revit.DB,eb2f1be9-d94f-274a-4bc0-03400199d037,property
AreaBasedLoadData,Autodesk.Revit.DB.Electrical.AreaBasedLoadData class,AllMembers.T:Autodesk.Revit.DB.Electrical.AreaBasedLoadData,,Autodesk.Revit.DB.Electrical,ebe810e9-ea57-d7ab-7001-c04c9d2f6225,class
ProjectBrowserOptions,"ProjectBrowserOptions class, about ProjectBrowserOptions class",T:Autodesk.Revit.UI.ProjectBrowserOptions,Provides access to settings that control Revit's Project Browser appearance and functionality.,Autodesk.Revit.UI,ec4ee328-a340-03bd-dc76-0812382d2eea,class
ViewSolarstudyLightingAltitudeText,ParameterTypeId.ViewSolarstudyLightingAltitudeText property,P:Autodesk.Revit.DB.ParameterTypeId.ViewSolarstudyLightingAltitudeText,"""Lighting altitude text""",Autodesk.Revit.DB,ecc98088-90d6-fbf3-663e-f203c29ebc92,property
GetAssociatedLevel,LevelAssociationData.GetAssociatedLevel method,M:Autodesk.Revit.DB.LevelAssociationData.GetAssociatedLevel,Returns the Associated Level id.,Autodesk.Revit.DB,edde8824-2335-4e54-f794-90b698b714a4,method
CreateContainsRule,ParameterFilterRuleFactory.CreateContainsRule method,Overload:Autodesk.Revit.DB.ParameterFilterRuleFactory.CreateContainsRule,,Autodesk.Revit.DB,edec10ee-1c85-8574-890b-3239ef96f34b,method
InstanceOutOfHostError,BuiltInFailures.MEPSupportFailures.InstanceOutOfHostError property,P:Autodesk.Revit.DB.BuiltInFailures.MEPSupportFailures.InstanceOutOfHostError,The instance of [Symbol] lost its host and will be deleted.,Autodesk.Revit.DB,ee76ca64-7311-7e93-e464-fe5153ea29f8,property
GridAspectRatio,OBJExportOptions.GridAspectRatio property,P:Autodesk.Revit.DB.OBJExportOptions.GridAspectRatio,The maximum aspect ratio allowed in the grid placed across the face. The minimum allowed value is 1.0. The maximum allowed value is 10.0. By default this property is ignored.,Autodesk.Revit.DB,ee880009-2cb5-fcec-f46f-ffbd0d5c2179,property
ViewportPositioning,ViewOrigin enumeration member,T:Autodesk.Revit.DB.ViewportPositioning,An enumerated type listing of viewport positioning options on the sheet when swapped to another view.,Autodesk.Revit.DB,ef1bc472-5074-ae92-0d7e-37367c03546b,member
NoAnalyticalElemensLeftInExistingRelationship,BuiltInFailures.AnalyticalModelFailures.NoAnalyticalElemensLeftInExistingRelationship property,P:Autodesk.Revit.DB.BuiltInFailures.AnalyticalModelFailures.NoAnalyticalElemensLeftInExistingRelationship,There are no Analytical elements left in the existing relationship.,Autodesk.Revit.DB,ef480378-4f03-7b07-ae3b-04dccc2fe0b5,property
IsValidObject,SlabShapeEditor.IsValidObject property,P:Autodesk.Revit.DB.SlabShapeEditor.IsValidObject,Specifies whether the .NET object represents a valid Revit entity.,Autodesk.Revit.DB,ef4c3c30-e968-c860-8d38-ecfc2513f35f,property
ToposolidAttrThicknessParam,ParameterTypeId.ToposolidAttrThicknessParam property,P:Autodesk.Revit.DB.ParameterTypeId.ToposolidAttrThicknessParam,"""Thickness""",Autodesk.Revit.DB,efdfee51-dd8f-afce-09dd-31f817ed8ecd,property
HighestAssociatedLevelBelowLowestAssociatedLevel,BuiltInFailures.AnalyticalModelFailures.HighestAssociatedLevelBelowLowestAssociatedLevel property,P:Autodesk.Revit.DB.BuiltInFailures.AnalyticalModelFailures.HighestAssociatedLevelBelowLowestAssociatedLevel,The Highest Associated Level is set below the Lowest Associated Level,Autodesk.Revit.DB,f00c02d9-a038-cb85-4b07-2720f0122afc,property
AnalyticalNodeConnectionStatus,ParameterTypeId.AnalyticalNodeConnectionStatus property,P:Autodesk.Revit.DB.ParameterTypeId.AnalyticalNodeConnectionStatus,"""Connection Status""",Autodesk.Revit.DB,f02762c1-d9b8-707e-ccc7-e80e85562691,property
ToposolidHeightabovelevelParam,ParameterTypeId.ToposolidHeightabovelevelParam property,P:Autodesk.Revit.DB.ParameterTypeId.ToposolidHeightabovelevelParam,"""Height Offset From Level""",Autodesk.Revit.DB,f054aeaf-59c1-81f6-6699-bcbeeb14897f,property
ViewPlacementOnSheetStatus,CompletelyPlaced enumeration member,T:Autodesk.Revit.DB.ViewPlacementOnSheetStatus,Indicates whether the View is placed on a Sheet.,Autodesk.Revit.DB,f05c1c2c-b8d6-b9f3-d96c-bf24f5f0f6bf,member
DecalImage,ExternalResourceTypes.BuiltInExternalResourceTypes.DecalImage property,P:Autodesk.Revit.DB.ExternalResourceTypes.BuiltInExternalResourceTypes.DecalImage,An external resource type representing decal images.,Autodesk.Revit.DB,f0c40869-a74c-d9e5-064e-2ab6db533b27,property
ExternalDataInstanceAddedIntoDocumentEventArgs,"ExternalDataInstanceAddedIntoDocumentEventArgs class, methods",Methods.T:Autodesk.Revit.DB.Events.ExternalDataInstanceAddedIntoDocumentEventArgs,,Autodesk.Revit.DB.Events,f0cf9312-ba3a-24fa-5289-f5a8e860b66d,methods
LeadersPresentationMode,IndependentTag.LeadersPresentationMode property,P:Autodesk.Revit.DB.IndependentTag.LeadersPresentationMode,Identifies the Presentation Mode that is applied to tag leaders.,Autodesk.Revit.DB,f0d5e29e-0407-cdc0-cdf7-69ea516bd632,property
AnalyticalEquipmentLoadData,"AnalyticalEquipmentLoadData class, about AnalyticalEquipmentLoadData class",T:Autodesk.Revit.DB.Electrical.AnalyticalEquipmentLoadData,Represents the data and parameters of point load node.,Autodesk.Revit.DB.Electrical,f0db67d1-7fe9-6ada-8e0a-f51614751edd,class
ViewSolarstudyStillPresetIndex,ParameterTypeId.ViewSolarstudyStillPresetIndex property,P:Autodesk.Revit.DB.ParameterTypeId.ViewSolarstudyStillPresetIndex,"""Still presets combo""",Autodesk.Revit.DB,f118cd9f-12d2-c1b2-d1ca-9fdc279bace4,property
BuiltInFailures.MEPSupportFailures,"BuiltInFailures.MEPSupportFailures class, properties",Properties.T:Autodesk.Revit.DB.BuiltInFailures.MEPSupportFailures,,Autodesk.Revit.DB,f1a0046c-9394-db25-da23-e488b306a71a,properties
ExternalDataManagerService,ExternalServices.BuiltInExternalServices.ExternalDataManagerService property,P:Autodesk.Revit.DB.ExternalService.ExternalServices.BuiltInExternalServices.ExternalDataManagerService,,Autodesk.Revit.DB.ExternalService,f2217980-7ebc-b90d-b623-0ec6768243cc,property
ResourceTypeId,LinkedResourceOpenedEventArgs.ResourceTypeId property,P:Autodesk.Revit.DB.Events.LinkedResourceOpenedEventArgs.ResourceTypeId,Element id of the linked resource.,Autodesk.Revit.DB.Events,f2894a9c-a514-ef1c-0368-1f491f36d221,property
IsValidHostId,LineLoad.IsValidHostId method,"M:Autodesk.Revit.DB.Structure.LineLoad.IsValidHostId(Autodesk.Revit.DB.Document,Autodesk.Revit.DB.ElementId)",Indicates if the provided host id can host line loads The document containing both the host and the load The id of the analytical panel that is about to host a line load True if a line load can be placed on the input host id,Autodesk.Revit.DB.Structure,f294365b-5eee-57c0-ad6a-cbdd7bd7637f,method
AreaBasedLoadType,"AreaBasedLoadType class, properties",Properties.T:Autodesk.Revit.DB.Electrical.AreaBasedLoadType,,Autodesk.Revit.DB.Electrical,f346ff7a-bd07-7017-af0c-442973bea895,properties
MepPipeLowerInvertElevation,ParameterTypeId.MepPipeLowerInvertElevation property,P:Autodesk.Revit.DB.ParameterTypeId.MepPipeLowerInvertElevation,"""Lower End Invert Elevation""",Autodesk.Revit.DB,f35af440-1138-2682-9cfa-9accba458685,property
CreateValueOfType,IFCAggregate.CreateValueOfType method,M:Autodesk.Revit.DB.IFC.IFCAggregate.CreateValueOfType(System.String),Creates an ifc object with primitive type of aggregate's item type. This method is deprecated in Revit 2023 and may be removed in a later version of Revit. In Revit 2023 use addValueOfType instead.,Autodesk.Revit.DB.IFC,f443c80b-2697-4f72-009b-812556c4bebd,method
AreaBasedLoadData,"AreaBasedLoadData class, methods",Methods.T:Autodesk.Revit.DB.Electrical.AreaBasedLoadData,,Autodesk.Revit.DB.Electrical,f471ab8c-ad32-b819-fa42-64d16296b70f,methods
DeleteWorksetOption,DeleteAllElements enumeration member,T:Autodesk.Revit.DB.DeleteWorksetOption,This class defines an enumerative type used to specify the option to delete a workset.,Autodesk.Revit.DB,f49f5cf3-7707-f004-acec-e816ad74a08b,member
Create,,"M:Autodesk.Revit.DB.Structure.LineLoad.Create(Autodesk.Revit.DB.Document,Autodesk.Revit.DB.ElementId,System.Int32,Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.Structure.LineLoadType)",Creates a new hosted line load within the project.,Autodesk.Revit.DB.Structure,f4ad118f-7ba8-3050-2738-7ecc1704f0fb,
Dispose,AnalyticalNodeData.Dispose method,M:Autodesk.Revit.DB.Structure.AnalyticalNodeData.Dispose,Releases all resources used by the,Autodesk.Revit.DB.Structure,f4d8fa51-0797-5b6c-7e7b-ea493e46b9dd,method
AnalyticalDistributionNodePropertyData,"AnalyticalDistributionNodePropertyData class, properties",Properties.T:Autodesk.Revit.DB.Electrical.AnalyticalDistributionNodePropertyData,,Autodesk.Revit.DB.Electrical,f50c1cf5-f80e-c2c2-93d7-601d074dc96c,properties
LevelAssociationData,"LevelAssociationData class, about LevelAssociationData class",T:Autodesk.Revit.DB.LevelAssociationData,This class holds information related to Level.,Autodesk.Revit.DB,f5cae466-48f8-7dfe-a9e4-4aede0db27a3,class
ExternalDataInstanceAddedIntoDocumentEventArgs,"ExternalDataInstanceAddedIntoDocumentEventArgs class, properties",Properties.T:Autodesk.Revit.DB.Events.ExternalDataInstanceAddedIntoDocumentEventArgs,,Autodesk.Revit.DB.Events,f6377187-f6a9-ab98-8404-fcc43952264f,properties
ReleaseConditions,"ReleaseConditions class, about ReleaseConditions class",T:Autodesk.Revit.DB.Structure.ReleaseConditions,An object that represents a Release Conditions on analytical element.,Autodesk.Revit.DB.Structure,f742770e-6b65-f237-5851-ccdf16cfc1b5,class
CreateNotEqualsRule,,"M:Autodesk.Revit.DB.ParameterFilterRuleFactory.CreateNotEqualsRule(Autodesk.Revit.DB.ElementId,System.String)",Creates a filter rule that determines whether strings from the document do not equal a certain value.,Autodesk.Revit.DB,f7618ce2-1213-9024-1bba-397fdf4466ff,
Dispose,AnalyticalDistributionNodePropertyData.Dispose method,M:Autodesk.Revit.DB.Electrical.AnalyticalDistributionNodePropertyData.Dispose,Releases all resources used by the,Autodesk.Revit.DB.Electrical,f7dfe5ca-7afd-202a-cce0-8d4e0ce3a8fb,method
Create,,"M:Autodesk.Revit.DB.ImportInstance.Create(Autodesk.Revit.DB.Document,Autodesk.Revit.DB.View,Autodesk.Revit.DB.ExternalResourceReference,Autodesk.Revit.DB.STLImportOptions,Autodesk.Revit.DB.LinkLoadResult@)",Creates a new instance of STL link type from an external resource reference and loads the linked file.,Autodesk.Revit.DB,f80fa638-1c8d-a296-c3bd-a605e426c96e,
ViewportPositioning,Viewport.ViewportPositioning property,P:Autodesk.Revit.DB.Viewport.ViewportPositioning,Specifies the method the viewport will be positioned on the sheet when swapped to another view. Default is set to ViewportPositioning::ViewportCenter.,Autodesk.Revit.DB,f82b1639-99e0-6951-28d2-ece6c5b6bc25,property
Create,,"M:Autodesk.Revit.DB.Structure.PointLoad.Create(Autodesk.Revit.DB.Document,Autodesk.Revit.DB.ElementId,Autodesk.Revit.DB.Structure.AnalyticalElementSelector,Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.Structure.PointLoadType)",Creates a new hosted point load within the project.,Autodesk.Revit.DB.Structure,f843d229-c621-6b79-e77f-77064ea7de30,
ViewOrganizationId,ViewSheetSet.ViewOrganizationId property,P:Autodesk.Revit.DB.ViewSheetSet.ViewOrganizationId,to the for non-sheet views.,Autodesk.Revit.DB,f8d31451-ddb8-06e3-6c5f-87dff0132645,property
SetAssociatedLevel,LevelAssociationData.SetAssociatedLevel method,M:Autodesk.Revit.DB.LevelAssociationData.SetAssociatedLevel(Autodesk.Revit.DB.ElementId),Sets the Associated Level.,Autodesk.Revit.DB,f9070334-e889-1686-fad3-ba2a9bf7a2d7,method
AreaBasedLoadType,"AreaBasedLoadType class, methods",Methods.T:Autodesk.Revit.DB.Electrical.AreaBasedLoadType,,Autodesk.Revit.DB.Electrical,f96dd1ff-aec2-3baa-5e19-60556587299f,methods
LifeSafety,GroupTypeId.LifeSafety property,P:Autodesk.Revit.DB.GroupTypeId.LifeSafety,"""Life Safety""",Autodesk.Revit.DB,f9729866-08d1-db45-4162-53d8319b865a,property
ViewSolarstudyStillTimeText,ParameterTypeId.ViewSolarstudyStillTimeText property,P:Autodesk.Revit.DB.ParameterTypeId.ViewSolarstudyStillTimeText,"""Still time text""",Autodesk.Revit.DB,f989885a-f2a2-72ee-1644-a6a46b440106,property
MepAnalyticalElecCurrent,ParameterTypeId.MepAnalyticalElecCurrent property,P:Autodesk.Revit.DB.ParameterTypeId.MepAnalyticalElecCurrent,"""Current""",Autodesk.Revit.DB,f9a807ad-616c-539a-4496-1b024fb91515,property
BuiltInFailures.MEPSupportFailures,"BuiltInFailures.MEPSupportFailures class, about BuiltInFailures.MEPSupportFailures class",T:Autodesk.Revit.DB.BuiltInFailures.MEPSupportFailures,Failures about MEP suppor.,Autodesk.Revit.DB,fa184122-8900-646e-1cca-ff3ae7123be6,class
RbsElecDistributionNodeSupplyTo,ParameterTypeId.RbsElecDistributionNodeSupplyTo property,P:Autodesk.Revit.DB.ParameterTypeId.RbsElecDistributionNodeSupplyTo,"""Supply To""",Autodesk.Revit.DB,fa331b9a-7178-f3f3-bcd2-5bc1be8f7364,property
Dispose,ReleaseConditions.Dispose method,M:Autodesk.Revit.DB.Structure.ReleaseConditions.Dispose,Releases all resources used by the,Autodesk.Revit.DB.Structure,fa513b28-b6be-bb3c-58e0-ac35851eb21a,method
AXMImportOptions,"AXMImportOptions class, about AXMImportOptions class",T:Autodesk.Revit.DB.AXMImportOptions,The import options used to import AXM format files.,Autodesk.Revit.DB,fa5c85e0-25ea-cc04-2b97-48a3fa989cfc,class
UnableToUpgradeAnalyticalElementGeometry,BuiltInFailures.AnalyticalModelFailures.UnableToUpgradeAnalyticalElementGeometry property,P:Autodesk.Revit.DB.BuiltInFailures.AnalyticalModelFailures.UnableToUpgradeAnalyticalElementGeometry,"Unable to upgrade analytical element with incorrect geometry. To keep the elements, open Revit 2022 and correct the elements.",Autodesk.Revit.DB,fb2f23f8-b30e-8450-b2ae-5807c035c9a7,property
GenericRepoHelperService,ExternalServices.BuiltInExternalServices.GenericRepoHelperService property,P:Autodesk.Revit.DB.ExternalService.ExternalServices.BuiltInExternalServices.GenericRepoHelperService,Unique service id.,Autodesk.Revit.DB.ExternalService,fb9286fd-8d3b-04a9-8bcc-1867a917bcf5,property
FloorRecreateFailedWarning,BuiltInFailures.MassFailures.FloorRecreateFailedWarning property,P:Autodesk.Revit.DB.BuiltInFailures.MassFailures.FloorRecreateFailedWarning,The floor cannot be created because no suitable level in the target document can be found.,Autodesk.Revit.DB,fbbaaf4f-e89a-3190-f023-14c48eafa48f,property
ActivateControlsAndDimensionsOnMultiSelect,SelectionUIOptions.ActivateControlsAndDimensionsOnMultiSelect property,P:Autodesk.Revit.UI.SelectionUIOptions.ActivateControlsAndDimensionsOnMultiSelect,Indicates whether controls and temporary dimensions are activated on selection of multiple elements.,Autodesk.Revit.UI,fbc9cf7c-8e63-00a8-bf9a-7277d2b5a38b,property
IsMaxEdgeLengthSet,OBJExportOptions.IsMaxEdgeLengthSet method,M:Autodesk.Revit.DB.OBJExportOptions.IsMaxEdgeLengthSet,Checks whether the MaxEdgeLength tessellation parameter is explicitly set.,Autodesk.Revit.DB,fbe632a0-b829-a24d-1e12-32b1de7f3ed8,method
IsValidObject,ScheduleHeightsOnSheet.IsValidObject property,P:Autodesk.Revit.DB.ScheduleHeightsOnSheet.IsValidObject,Specifies whether the .NET object represents a valid Revit entity.,Autodesk.Revit.DB,fc2efcc1-ad5f-1b7e-387e-2bec362b99dc,property
Voltage,AnalyticalPowerSourceData.Voltage property,P:Autodesk.Revit.DB.Electrical.AnalyticalPowerSourceData.Voltage,The voltage value of the analytical power source.,Autodesk.Revit.DB.Electrical,fc7a9c1a-6a5d-3103-fbe0-87f7f4888c6e,property
CreateNotEndsWithRule,,"M:Autodesk.Revit.DB.ParameterFilterRuleFactory.CreateNotEndsWithRule(Autodesk.Revit.DB.ElementId,System.String)",Creates a filter rule that determines whether strings from the document do not end with a certain string value.,Autodesk.Revit.DB,fcaa12b3-c6d7-b7fa-99ab-fb8b90f311df,
ApparentPowerDensity,SpecTypeId.ApparentPowerDensity property,P:Autodesk.Revit.DB.SpecTypeId.ApparentPowerDensity,"Apparent Power Density, in discipline Electrical.",Autodesk.Revit.DB,fcb6a64c-b116-5a14-409c-5d9db1c220a8,property
LoadClassification,AreaBasedLoadType.LoadClassification property,P:Autodesk.Revit.DB.Electrical.AreaBasedLoadType.LoadClassification,The load classification of area based load type.,Autodesk.Revit.DB.Electrical,fd08a05b-e697-a519-60f8-e40a888e5bcb,property
ViewSolarstudyCurrentStudyTypeIndex,ParameterTypeId.ViewSolarstudyCurrentStudyTypeIndex property,P:Autodesk.Revit.DB.ParameterTypeId.ViewSolarstudyCurrentStudyTypeIndex,"""Study type""",Autodesk.Revit.DB,fd31e292-d129-3afc-6a7d-4e1a81ae2511,property
PlacementFailed,BuiltInFailures.EditingFailures.PlacementFailed property,P:Autodesk.Revit.DB.BuiltInFailures.EditingFailures.PlacementFailed,Failed to place component.,Autodesk.Revit.DB,fd733756-fd68-4b47-0198-84ebdfe09c99,property
AnalyticalPowerSourceData,"AnalyticalPowerSourceData class, methods",Methods.T:Autodesk.Revit.DB.Electrical.AnalyticalPowerSourceData,,Autodesk.Revit.DB.Electrical,fd772dc0-7653-0534-9fb3-c2a488e5d29d,methods
OrderedViewList,IViewSheetSet.OrderedViewList property,P:Autodesk.Revit.DB.IViewSheetSet.OrderedViewList,Ordered views.,Autodesk.Revit.DB,fd9a9560-5984-91ee-f888-6550524215b9,property
Create,,"M:Autodesk.Revit.DB.ScheduleSheetInstance.Create(Autodesk.Revit.DB.Document,Autodesk.Revit.DB.ElementId,Autodesk.Revit.DB.ElementId,Autodesk.Revit.DB.XYZ,System.Int32)",Creates an instance of a schedule segment on a sheet.,Autodesk.Revit.DB,fe28901c-f078-2614-ab6a-1d09dfa18729,
OBJExportOptions,"OBJExportOptions class, about OBJExportOptions class",T:Autodesk.Revit.DB.OBJExportOptions,The export options used by exporting to OBJ file format.,Autodesk.Revit.DB,fe6a5fe3-737a-1d30-fa65-37cc84e6e9d5,class
MepPipeLowerObvertElevation,ParameterTypeId.MepPipeLowerObvertElevation property,P:Autodesk.Revit.DB.ParameterTypeId.MepPipeLowerObvertElevation,"""Lower End Obvert Elevation""",Autodesk.Revit.DB,fe87e713-64af-aa01-a4ea-4c7de02381d5,property
RbsElecAnalyticalLoadSetOnStandby,ParameterTypeId.RbsElecAnalyticalLoadSetOnStandby property,P:Autodesk.Revit.DB.ParameterTypeId.RbsElecAnalyticalLoadSetOnStandby,"""Quantity of Standby""",Autodesk.Revit.DB,fea89767-8c2c-6d4b-24b3-bfedea8ffbe4,property
Create,AnalyticalPanel.Create method,"M:Autodesk.Revit.DB.Structure.AnalyticalPanel.Create(Autodesk.Revit.DB.Document,Autodesk.Revit.DB.CurveLoop)",Creates a new instance of an Analytical Panel within the project.,Autodesk.Revit.DB.Structure,fed26b44-d436-fae2-4d3e-ccff6ae337eb,method
AnalyticalBusData,"AnalyticalBusData class, properties",Properties.T:Autodesk.Revit.DB.Electrical.AnalyticalBusData,,Autodesk.Revit.DB.Electrical,fee25520-ec7a-a377-1973-d3a7b9b78d55,properties
GetReferences,SelectionChangedEventArgs.GetReferences method,M:Autodesk.Revit.UI.Events.SelectionChangedEventArgs.GetReferences,Returns the references that are currently selected.,Autodesk.Revit.UI.Events,feeab385-746d-f24c-e480-8c88a7275d01,method
PanelId,AnalyticalOpening.PanelId property,P:Autodesk.Revit.DB.Structure.AnalyticalOpening.PanelId,ElementId of the AnalyticalPanel parent.,Autodesk.Revit.DB.Structure,fef766b5-06f7-fc88-2fe6-695b94f63887,property
AnalyticalToPhysicalAssociationManager,"AnalyticalToPhysicalAssociationManager class, methods",Methods.T:Autodesk.Revit.DB.Structure.AnalyticalToPhysicalAssociationManager,,Autodesk.Revit.DB.Structure,fef82f72-aea9-3389-e972-a4826fc29d7e,methods
ConnectToUpstreamNode,ElectricalAnalyticalNode.ConnectToUpstreamNode method,M:Autodesk.Revit.DB.Electrical.ElectricalAnalyticalNode.ConnectToUpstreamNode(Autodesk.Revit.DB.ElementId),Connects to upstream node.,Autodesk.Revit.DB.Electrical,ff97d96b-a3ed-7ad6-c428-a4a274088c9a,method
IsValidForMaxEdgeLength,OBJExportOptions.IsValidForMaxEdgeLength method,M:Autodesk.Revit.DB.OBJExportOptions.IsValidForMaxEdgeLength(System.Double),Checks whether the value is allowed (is in the allowed range) for MaxEdgeLength tessellation parameter.,Autodesk.Revit.DB,ffc983cc-bc1f-33fa-9826-9680b6a70ed2,method
